cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
5850-bdwcy,Female,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,-1.4777229944066206,0.6869444444444445,false,True,true,False
5854-ksrbj,Male,0,Yes,Yes,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,-1.3051232031312403,0.8485952380952381,false,True,true,False
5855-eibde,Female,0,Yes,No,49,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,1.3917485355465764,3.519965986394558,true,False,true,False
5857-tybcj,Male,1,Yes,No,44,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0.8125434667474639,3.0607575757575756,true,False,true,False
5857-xrecv,Female,0,No,Yes,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,-1.4677653141407332,0.6375,false,True,true,False
5858-eafcz,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,-0.6728105062473954,1.4816666666666667,false,False,true,False
5859-hzylf,Male,0,Yes,Yes,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,-1.5125748753372263,0.6612179487179487,false,True,true,False
5862-brixz,Male,0,No,No,46,No phone service,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,-0.13177654513418424,2.0966666666666667,false,False,false,False
5863-ookcl,Female,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,-1.5225325556031135,0.5439999999999999,false,True,true,False
5868-czjdr,Male,0,No,Yes,1,No phone service,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,-1.1076292111911417,1.0450000000000002,false,False,false,True
5868-ytyks,Male,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,-1.4760633810289727,0.675,false,True,true,False
5868-ywpdw,Male,1,Yes,No,6,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,0.6465821289826749,2.8841666666666663,true,False,true,True
5871-dgtxz,Male,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,-1.4909999014278035,0.6330208333333334,false,True,true,False
5872-oeqnh,Female,0,No,No,60,No phone service,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,-0.6728105062473954,1.5410555555555556,false,False,false,False
5875-ypqfj,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,0.17193270297537924,2.33,true,False,true,True
5876-hzvzm,Female,0,Yes,Yes,6,No,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,-0.29275904276602926,2.0297222222222224,false,False,true,True
5876-qmyld,Female,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,-1.4827018345395642,0.6015942028985508,false,True,true,False
5879-hmffh,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,0.7743723590615622,3.018888888888889,false,False,true,False
5879-sesnb,Female,0,No,No,11,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,0.3495113343837031,2.692878787878788,true,False,true,False
5882-cmazq,Female,0,Yes,Yes,5,No phone service,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,-1.0113716352875644,1.0903333333333334,false,False,false,False
5883-gtgvd,Male,0,No,No,19,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,1.1693603429417592,3.3890350877192983,true,False,true,True
5884-fbctl,Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,-1.3150808833971277,0.8601157407407407,false,True,true,False
5884-gcymi,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,0.15533656919890043,2.3133333333333335,true,False,true,True
5886-vlqvu,Male,0,Yes,No,35,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0.8341184406568858,3.0106666666666664,true,False,true,False
5887-ikkyo,Male,0,Yes,Yes,58,Yes,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,0.983483644645196,3.1975,true,False,true,False
5888-tlmcl,Female,0,Yes,Yes,69,No phone service,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95,3772.5,-0.32429169694133897,1.8224637681159421,false,False,false,False
5889-jtmul,Female,1,Yes,No,50,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,1.0067182319322665,3.259133333333333,true,False,true,True
5889-lfoll,Female,0,No,No,13,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,0.6598590360038579,2.8594871794871795,true,False,true,True
5893-kclgt,Female,0,No,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,-1.4926595148054518,0.725462962962963,false,True,true,False
5893-pyolz,Male,0,No,No,56,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,0.5669206868555762,2.6990773809523807,false,False,true,False
5895-qsxod,Male,0,No,No,9,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,0.1769115431083228,2.435185185185185,true,False,true,False
5896-npfww,Male,0,Yes,Yes,3,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,-0.48361458119553624,1.8683333333333334,false,False,true,True
5897-zyekh,Female,1,Yes,No,67,Yes,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,1.3568966546159706,3.5383830845771143,true,False,true,False
5898-igslp,Male,0,Yes,Yes,31,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,0.8158626935027593,3.035483870967742,true,False,true,False
5899-mqzzl,Female,0,No,No,13,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,0.34121326749546366,2.562692307692308,true,False,true,True
5899-ouvkv,Male,0,No,No,31,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,0.9884624847781396,3.2034408602150535,true,False,true,False
5902-wblse,Female,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,-1.4793826077842684,0.672,false,True,true,False
5906-bfozt,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,-1.500957581693691,0.65,false,True,true,False
5906-cvlhp,Female,0,Yes,Yes,45,No,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,-0.3508455109837053,1.7183703703703705,false,False,true,True
5906-dvapm,Female,0,Yes,Yes,55,Yes,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,0.34121326749546366,2.5538787878787876,false,False,true,False
5908-qmgoe,Male,1,No,No,15,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,0.31465945345309776,2.519777777777778,true,False,true,True
5909-echui,Female,0,No,No,1,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,-0.281141749122494,1.875,false,False,true,True
5913-inrqv,Male,1,Yes,No,34,No,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,0.8440761209227738,3.0674509803921572,true,False,true,False
5914-dvbwj,Female,1,No,No,18,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,0.6880724634238723,2.788611111111111,true,False,true,True
5914-gxmda,Female,0,Yes,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,-1.5075960352042825,0.6179166666666667,false,True,true,False
5914-xrfqb,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,1.6954577836561393,3.9004166666666666,true,False,true,False
5915-anoei,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,5536.5,0.4789611778402386,2.6364285714285716,false,False,true,False
5915-dgnvc,Female,0,Yes,No,49,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.8,3472.05,0.23499801132599865,2.3619387755102044,false,False,true,False
5916-qewpt,Female,0,Yes,No,2,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.0,147.8,0.14205966217771704,2.4633333333333334,false,False,true,False
5917-hbsdw,Female,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,-1.5059364218266347,0.615990990990991,false,True,true,False
5917-ryrmg,Male,1,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,-1.4909999014278035,0.6121875,false,True,true,False
5918-vukwp,Female,0,No,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,-1.4661057007630853,0.6818229166666666,false,True,true,False
5919-tmrgd,Female,0,No,Yes,1,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,0.48559963135082984,2.645,true,False,true,True
5919-vczym,Male,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,-1.4827018345395642,0.7116666666666667,false,True,true,False
5921-ngyrh,Male,0,Yes,No,64,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,0.29308447954367495,2.48125,true,False,true,False
5922-abdvo,Female,0,Yes,No,19,Yes,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,0.827479987146295,3.089561403508772,true,False,true,True
5923-gxuoc,Male,0,No,No,10,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,1.3170659335524213,3.6048333333333336,true,False,true,True
5924-ifqtt,Male,0,Yes,Yes,13,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,0.2681902788789567,2.38474358974359,false,False,true,False
5924-sngkp,Female,0,No,Yes,41,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,-1.4760633810289727,0.7032520325203252,false,True,true,False
5928-qldhb,Male,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,0.3827036019366607,2.5364814814814816,true,False,true,False
5930-gbiwp,Male,0,No,No,69,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,0.5569630065896891,2.682729468599034,false,False,true,False
5931-fljjf,Male,1,Yes,No,7,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,0.1785711564859705,2.2264285714285714,true,False,true,True
5934-rmpov,Female,0,No,Yes,22,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,0.6648378761368018,2.752651515151515,true,False,true,False
5934-tssau,Female,0,Yes,Yes,23,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,0.35117094776135077,2.4679710144927536,true,False,true,False
5935-fccnb,Female,1,No,No,17,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0.9785048045122524,3.153235294117647,true,False,true,False
5937-eorgb,Male,1,Yes,No,15,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,1.0548470198840552,3.093888888888889,true,False,true,False
5939-sxwhm,Male,0,Yes,Yes,48,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,-1.2752501623335784,0.8646180555555555,false,True,true,False
5939-xaixz,Female,0,No,No,19,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,-0.28612058925543754,1.8138596491228072,false,False,true,False
5940-ahuhd,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,0.19516729026244933,2.353333333333333,true,False,true,True
5940-nfxkv,Male,0,Yes,Yes,19,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,0.6283263818285484,2.5714912280701756,true,False,true,True
5943-pwapa,Female,0,Yes,No,53,No,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,0.9536106038475343,3.064276729559748,true,False,true,False
5944-ugllk,Male,0,No,No,53,No phone service,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,-0.3259513103189871,1.915566037735849,false,False,false,False
5945-azyht,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,1.4896657248278016,3.687394366197183,true,False,true,False
5947-sgkcl,Female,0,Yes,Yes,15,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,1.3485985877277307,3.465,true,False,true,False
5948-ujzlf,Male,0,No,No,2,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,-0.5134876219931983,1.6166666666666667,false,False,true,False
5949-ebsqk,Male,0,Yes,Yes,4,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,-0.10854195784711373,1.9129166666666668,false,False,true,True
5949-hgvjl,Female,0,Yes,No,26,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,0.2764883457671961,2.512179487179487,false,False,true,False
5949-xikae,Female,0,Yes,Yes,8,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,0.6250071550732521,2.8335416666666666,true,False,true,True
5950-aaagj,Male,0,No,No,18,Yes,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,0.6499013557379707,2.847962962962963,true,False,true,False
5951-aofih,Male,0,No,No,33,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,0.05575976654002712,2.2680808080808084,false,False,true,False
5954-bdfsg,Female,0,No,No,72,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,1.4199619629665905,3.635972222222222,true,False,true,False
5955-epoaz,Female,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,-1.4528287937419024,0.6083333333333333,false,True,true,False
5955-erihd,Male,0,Yes,No,18,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,0.9951009382887313,3.1258333333333335,true,False,true,True
5956-vkdtt,Female,1,Yes,No,5,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,0.31963829358604084,2.232,true,False,true,True
5956-yhhrx,Male,1,No,No,21,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,1.3154063201747732,3.606111111111111,true,False,true,False
5959-belxa,Male,1,No,No,32,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,1.04322972624052,3.1450520833333333,true,False,true,True
5960-mvtuk,Male,0,No,No,3,No phone service,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,-1.1607368392758741,1.076111111111111,false,False,false,False
5960-wpxqm,Male,0,No,No,1,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,0.4756419510849423,2.635,true,False,true,True
5961-vusrv,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,-1.5059364218266347,0.6093055555555555,false,True,true,False
5965-ggprw,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,1.3452793609724354,3.5230324074074075,true,False,true,False
5966-emazu,Male,0,Yes,No,64,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,1.453154230519548,3.583776041666667,true,False,true,False
5968-hyjrz,Male,0,Yes,Yes,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,-1.3333366305512544,0.8230141843971631,false,True,true,False
5968-vxzlg,Male,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,-0.6014471310085361,1.465,false,False,true,False
5968-xqive,Male,0,Yes,Yes,72,Yes,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,0.8291396005239426,3.0504398148148146,true,False,true,False
5970-ghjaw,Male,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,-1.4860210612948601,0.624927536231884,false,True,true,False
5973-ejgdp,Male,0,No,No,51,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,0.7511377717744917,2.9235294117647057,true,False,true,False
5975-baicr,Male,0,Yes,Yes,36,No,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,-0.03385935585295864,2.026388888888889,false,False,true,False
5976-jcjrh,Male,0,Yes,No,10,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,0.18520960999656222,2.460666666666667,true,False,true,True
5977-ckhon,Female,0,Yes,Yes,43,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,0.923737563049872,3.1310077519379846,true,False,true,False
5980-bdhpy,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0.7428397048862523,2.8843055555555557,false,False,true,False
5980-noplp,Female,0,Yes,No,44,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,1.0415701128628718,3.306136363636364,true,False,true,True
